timestamp,open,high,low,close
1608854340,790.8,undefined,undefined,undefined
1608768000,745.37,793.62,733.92,791.2
1608767940,754.05,undefined,undefined,undefined
1608681600,815.7800000000001,824.41,727.77,754.05
1608595200,784.27,821.94,760,821.94
1608508800,802.9300000000001,821.74,767,785.15
1608422400,838.61,838.61,790.03,800.01
1608336000,838.65,849.22,819.57,838.61
1608249600,814.1599999999999,842.91,807.6500000000001,841.84
1608163200,825,863.0000000000001,800.01,822.82
1608076800,748.4,819.73,740.26,819.73
1608076740,748.4,undefined,undefined,undefined
1607990400,751.72,760.0000000000001,740.18,748.4
1607904000,756.52,759.69,738.1,750.85
1607817600,730.69,761.86,723.23,756.52
1607731200,696.77,734.99,696.77,730.69
1607644800,718.82,718.82,686.61,700.32
1607558400,740,741.08,700.09,718.82
1607472000,716.7300000000001,744.12,686.79,740
1607385600,760.82,763.7500000000001,710,716.7300000000001
1607385540,758,undefined,undefined,undefined
1607299200,773.49,775.25,750.08,758
1607212800,764.64,782.53,750,773.49
1607126400,731.28,769.87,724,764.64
1607040000,794.31,801.49,730,730
1606953600,777.88,804.93,761.6,798.29
1606867200,765.84,784.26,752.4699999999999,784.26
1606780800,801,821.9999999999999,743.8100000000001,765.84
1606694400,758.8999999999999,800,747.76,799
1606608000,703.31,754.6799999999998,698,752.16
1606521600,677.16,719.99,668.37,708.93
1606435200,677.86,696.61,648.02,677.16
1606348800,742.78,756.38,620.96,677.86
1606262400,789.9999999999999,790,726.49,746.01
1606176000,796.5300000000001,824.97,772.27,787.54
1606089600,733.99,799.97,720.01,796.5300000000001
1606003200,723.98,760.18,672.05,733.99
1605916800,657.96,723.98,657.96,723.98
1605916740,667.59,undefined,undefined,undefined
1605830400,622.93,670,620.78,667.59
1605744000,631.18,634.99,611.21,622.93
1605657600,634.38,649.88,598,631.18
1605571200,609.07,639.35,607.66,636.8
1605484800,595.56,613.2,590.15,609.07
1605398400,615.04,615.44,586,595.56
1605312000,630,632.72,595.08,615.04
1605225600,612.49,633.09,610,629.99
1605139200,608.52,617.05,595.05,612.49
1605052800,591.29,626.75,590.55,608.52
1604966400,580.5,593.46,569.42,591.29
1604880000,592.56,598.23,566.26,580.5
1604793600,569.85,602.52,567.32,592.56
1604707200,599.05,613.99,555.09,569.85
1604620800,546.67,600,546.67,599.05
1604534400,530.66,550,523.16,546.67
1604448000,509.0799999999999,535,502.77,530.66
1604361600,511.78,512.53,495,509.0799999999999
1604275200,530.86,540,507,511.78
1604188800,515.59,530.86,513.77,530.86
1604102400,513.24,524.93,509.99999999999994,515.59
1604041200,509.59000000000003,undefined,undefined,undefined
1604016000,509.59000000000003,514.99,493.09,513.24
1603929600,517.85,525.5,508.76000000000005,516.94
1603843200,529.97,537.82,506.73999999999995,517.85
1603843140,531.33,undefined,undefined,undefined
1603756800,519.74,537.07,515.76,531.33
1603756740,519.74,undefined,undefined,undefined
1603670400,535.69,539.77,505.00999999999993,519.74
1603670340,535.69,undefined,undefined,undefined
1603584000,543.22,547.28,530,535.69
1603583940,543.22,undefined,undefined,undefined
1603497600,540.88,570,534.48,543.22
1603497540,540.88,undefined,undefined,undefined
1603411200,549.23,552.27,530.82,540.88
1603411140,549.23,undefined,undefined,undefined
1603324800,515.41,565.76,515.41,549.23
1603238400,484.02,529.98,484.02,517.84
1603152000,497.94,503.14,483.61,484.02
1603065600,500.92999999999995,506.51,490.56,497.94
1602979200,488.13,500.92999999999995,483.24,500.92999999999995
1602892800,484.91999999999996,489.65000000000003,482.0799999999999,488.13
1602806400,501.1,505.28000000000003,482,484.92
1602720000,500.6,506.09000000000003,492,501.08
1602633600,501.8500000000001,510.42,492.36,500.6
1602547200,506.69,509.4,492.04,501.8500000000001
1602460800,493.43999999999994,524.71,481.5,506.69
1602374400,487.86,493.77,484.69,493.43999999999994
1602288000,479.61,493.97999999999996,478.99,487.86
1602201600,463.37,481.08,459.3299999999999,479.61
1602115200,455.1,465.32000000000005,445,463.37
1602028800,454.21,455.89,446.44,455.1
1602028740,454.21,undefined,undefined,undefined
1601942400,471,472,450,454.21
1601856000,468.94,476.53,465.68,470.81
1601855940,468.94,undefined,undefined,undefined
1601769600,460.34,471.01,460.3399999999999,468.94
1601683200,459.77,469.23,456.37,460.34
1601596800,469.57,471.6,447.97999999999996,459.77
1601510400,481.67999999999995,492.00000000000006,461.8,469.57
1601424000,483.49,483.49000000000007,473.01,481.67999999999995
1601337600,470.01,484.27,468.16,483.49
1601251200,479,490,470.01,470.01
1601164800,474.71,484.65999999999997,465.00999999999993,478.27
1601078400,469.69,475.87,465.85,474.71
1600992000,467.58,480.53000000000003,452.7,469.69
1600905600,431.38,470,422.41,467.58
1600819200,460.38,462.36000000000007,427.55,431.38
1600732800,460.57,467.00000000000006,433,460.38
1600646400,492.1,501.42999999999995,447.51,460.57
1600646340,492.1,undefined,undefined,undefined
1600560000,512.85,512.85,487.21,492.1
1600473600,510,515,500,512.85
1600387200,514.02,520.45,499.31000000000006,510
1600300800,483.65,521,483.0899999999999,514.02
1600214400,483.59,492.33,470.92,483.65
1600128000,498.63,503.55,480.2,483.59
1600041600,489.03999999999996,508.54,477.3299999999999,498.63
1599955200,515,517.08,471.99999999999994,489.03999999999996
1599868800,499.88999999999993,515,489.33,515
1599782400,487.59,500.6,473,499.88999999999993
1599696000,468.71,501.24,468.71,487.59
1599695940,465.97,undefined,undefined,undefined
1599609600,449.81,475.68000000000006,443.18,465.97
1599523200,465.95000000000005,470,436.96,449.81
1599436800,465.47,472,430.52,465.95000000000005
1599350400,441.15000000000003,472.07000000000005,419.94,465.47
1599264000,511.01000000000005,520.4,411.2,439.99999999999994
1599177600,509.18999999999994,566.65,485,511.01000000000005
1599091200,577.4,592.2,496.07,509.18999999999994
1599004800,621.96,630,556.5,577.4
1598918400,568.79,640,564.32,623.54
1598832000,564.67,573.73,550,568.79
1598745600,525.96,565.13,525.96,564.35
1598659200,522.15,532.84,518.01,525.96
1598572800,506.02,523.34,504.19,522.15
1598486400,512.03,520,491.71,506.02
1598400000,507.46,519.89,502.64,512.03
1598313600,546,546,493.29,507.46
1598227200,521.68,546,515,546
1598140800,527.98,527.98,512.14,521.68
1598054400,515.87,529.33,504.56,527.98
1597968000,552.47,555.29,512.01,515.87
1597881600,539.95,555.92,537.64,552.47
1597795200,558.82,564.34,521.61,539.95
1597708800,572.17,576.54,517.75,559.73
1597622400,578.59,596.57,561.68,572.17
1597536000,578,581.82,550.82,578.59
1597449600,584.18,588.89,570.59,578
1597363200,562.64,592.27,555.72,582.39
1597276800,515.43,570,505.58,562.64
1597190400,506.48,518.33,493.34,515.43
1597104000,528.35,530.68,492.76,506.15000000000003
1597017600,524.48,535.89,518.83,528.67
1596931200,532.13,535,515.85,524.48
1596844800,509.41999999999996,530,506.19999999999993,530
1596758400,527.58,532.84,486.01,509.41999999999996
1596672000,533.61,536.48,521.37,527.58
1596585600,517.05,540,512.96,533.61
1596499200,518.03,537.32,511.19,517.05
1596412800,495.38,532.13,495,518.03
1596326400,519.99,553.79,442.32,495.38
1596240000,465.19000000000005,527.65,461.63999999999993,519.99
1596153600,450,468.6000000000001,443.13,465.19000000000005
1596067200,427.26,459.12,419.37,450
1595980800,424.52000000000004,434.18,418.57,427.26
1595894400,415,434.86,406,424.52
1595808000,416.39,440,405.8,428.98
1595721600,408.67,424,400.71,416.39
1595635200,375.01,412.71,375.01,408.67
1595548800,366.81,383.8299999999999,359.63,375.01
1595462400,353.84,374.34,347.3,366.81
1595376000,330.25,359.13,326.62,353.84
1595289600,321.37,332.51,321.13,330.25
1595203200,325.99000000000007,326.04,319.5,321.37
1595116800,320.75,325.99000000000007,318.24,325.99000000000007
1595030400,317.23,322.14,316.31,320.75
1594944000,318.85,318.87,315.82,317.29
1594857600,324.13,324.46,312.45,318.85
1594771200,327.67,328.21,321.44,324.13
1594684800,326.45,330.45,324.09,327.67
1594598400,330.84000000000003,332.84,324,326.45
1594512000,327.01,332.2,323.37000000000006,332.2
1594425600,328.99,329.21,321.96,327.29
1594339200,328.64,329.21,321.96,326.79
1594252800,334.11,334.81,324.21,328.64
1594166400,326.51,336.12,324.59,334.61
1594080000,327.24,329.75,319.69,325.56
1593993600,309.63,327.32,308,327.24
1593907200,312.03,312.5,304.64,309.63
1593820800,306.26,313.5,306.14,312.03
1593734400,308.62,311.13,305.91,306.26
1593648000,314.75,316.56,305.19,308.62
1593561600,306.6,316.7300000000001,305,314.75
1593475200,313.5,313.5,305.81,306.6
1593388800,308.33,314.17,304.77,313.5
1593302400,304.56,312.81,300,308.33
1593216000,315.42,316.41,297.09,304.56
1593129600,318.96,319.44,313.27,315.42
1593043200,321.51,322.11,309.91,318.96
1592956800,329.53,337.11,316.8,321.51
1592870400,329.47,331.48,326.12,329.53
1592784000,311.85,332.8,311.85,329.47
1592697600,313.41,316.3,309.78,311.85
1592611200,311.8,314.53,308.45,313.41
1592524800,317.14,317.14,309.65,311.8
1592438400,319.41,319.68,311.91,317.14
1592352000,319.89,319.89,311.79,319.41
1592265600,314.62,320.25,309.88,319.89
1592179200,316.65,317.76,300,314.62
1592092800,325.84,325.84000000000003,315.3,316.65
1592006400,324.76,325.89,321.82,325.84
1591920000,316.48,325.36,315.28,324.76
1591833600,333.29,336.44,312.95,317.16
1591747200,328.69,335.02,326.6,333.29
1591660800,333.89,333.89,323.13,328.69
1591574400,328.07,332.76,323.6,330.7
1591488000,326.99,329.17,317.62,328.07
1591401600,325.39,329.71,322.35,326.99
1591315200,331.25,333.75,322.53,325.39
1591228800,330.44,336.42,321.49,331.25
1591142400,324.1,331.97,318.88,330.44
1591056000,338.39,344.66,310,324.1
1590969600,320.3,340,318.8,337.42
1590883200,336.59,339.99,318.8,320.3
1590796800,305.95,338.87,302.51,336.59
1590710400,303.23,309,300.21,305.95
1590624000,288.07,303.33,282.43,303.23
1590537600,279.71,288.29,278.55,288
1590451200,287.36,288.8,275.28999999999996,279.71
1590364800,280.01,289.85,280,288.19
1590278400,291.82,296.87,280.04,282.91
1590192000,292.43,297.88,288.79,292.28
1590105600,279.69,294.59,276.13,292.43
1590019200,294.92,297.09,270,279.69
1589932800,298.38,300,289.69,294.92
1589846400,300.08,302.54,295.22,298.38
1589760000,293.67,306.39,292.44,300.08
1589673600,285.59,297,284.17,293.67
1589587200,275.41,287.81,274.4,285.59
1589500800,286.77,287.81,271.14,275.91
1589414400,283.4,291.27,278.58,286.77
1589328000,267.2,285.49,266.31,283.4
1589241600,264.9,272.69,264.24,267.2
1589155200,262.72,272.74,251,264.9
1589068800,296.13,296.13,255.05,262.72
1588982400,297.32,302.03,293.83,296.13
1588896000,299.2,303,290.3,297.32
1588809600,283.47,302.93,281.45,299.25
1588723200,288.52,299.81,283.47,283.47
1588636800,295.06,302.99000000000007,286.95,288.52
1588550400,300.43,300.67,277.53,295.06
1588464000,305.72,313,295,300.43
1588377600,303.33,307.64,302.18,305.72
1588291200,289.69,306.47,289.69,303.33
1588204800,303.17,317.87,283.4,289.69
1588118400,278,307.7,277.88,303.17
1588032000,278.22,279.48,274,279.1
1587945600,280.76,283.13,271.51,278.22
1587859200,276.83,282.14,274.59,280.75
1587772800,267.1,280.91,264.56,276.83
1587686400,262.52,270.13,260.61,267.1
1587600000,260.75,270.48,254.03999999999996,262.52
1587513600,244.5,261,244.5,260.75
1587427200,245.11,249.81999999999996,242.92999999999998,245.02999999999997
1587340800,256.28,264.53,240,245.11
1587254400,265.66,267,250,256.28
1587168000,243.49,266.91,241.18999999999997,265.66
1587081600,244.39,246.16,238.99,243.49
1586995200,219.44,246.72,211.09999999999997,243.45
1586908800,222.74,227,216.51999999999998,219.44
1586822400,220.43,226.1,218.05,222.74
1586736000,224.04999999999998,224.04999999999998,211.24,220.43
1586649600,223.86,232.61999999999998,218.04,224
1586563200,223.22,228.39000000000001,217.38999999999996,223.82000000000002
1586476800,239.09,240.06000000000003,215.8,223.22
1586390400,243.53,244.02,234.14,239.4
1586304000,230.13,245.1,229.84999999999997,243.53
1586217600,241.51,249.20000000000002,228.41,230.13
1586131200,205.19,241.51,205.19,241.51
1586044800,205.63,207.27,202.36,205.19
1585958400,202.26,207.06,198.25,205.63
1585872000,200.78,207.7,197.61,202.26
1585785600,195,211.75,192.69,200.03
1585699200,189.75,194.64,184.6,194.07
1585612800,189.25,191.02,186.28,189.75
1585526400,177.16,192.79,177.16,189.25
1585440000,186.17,186.17000000000002,174.99999999999997,177.16
1585353600,185.11,188.39,177.55,186.17
1585267200,194.73999999999998,199.05,183.91,185.11
1585180800,195.81,197.31,189.01,194.74
1585094400,201.56,204,192,195.26
1585008000,198.07,205.49,192.79,201.56
1584921600,176.83,198.31,173.89,198.07
1584835200,190.66,197.1,175.59,177.53
1584748800,191.02,198.87000000000003,181.86,190.66
1584662400,200.14,217.92,170.41,191.02
1584576000,170.4,207.9,168.69,200.14
1584489600,165.81,170.88,158.82,170.4
1584403200,156.25,169.43,154.06,165.81
1584316800,172.58,208.03,138.12,155.9
1584230400,168.85,181.52999999999997,164.47,172.58
1584144000,185.6,186.53,168.52,169.49
1584057600,165.08,204.47999999999996,127.15999999999998,185.6
1583971200,268.16,269.58,140.01,151.63999999999996
1583884800,276.72,278.5,251,268.16
1583798400,278.47,282.1,270,276.72
1583712000,272.03,284.17,258,278.47
1583625600,319.24,319.24,268.47,272.03
1583539200,328.07,337,318.14,319.24
1583452800,305.4,328.07,304.86,328.07
1583366400,300,313.31,300,305.4
1583280000,299.76,305.23,296.22,300
1583193600,308.5,309.73,294.97,299.76
1583107200,293.43,312.83,288.54,308.5
1583020800,292.37,304,285.05,293.43
1582934400,307.73,312.2,292.47,292.47
1582848000,303.4,314.05,288.32,307.73
1582761600,302.36,320.59,277.19,303.4
1582675200,329.91,329.91,291.29,302.36
1582588800,353.29,353.29,327.79,329.91
1582502400,364.88,366.21,342.94000000000005,353.2900000000001
1582416000,348.02,366.05,347.01,366.05
1582329600,353.49,354.01,342.99,348.02
1582243200,344.86,357.05,338.9,352.13
1582156800,344,349.52,328.38,344.86
1582070400,375,375,336.83,344
1581984000,352.86,382.85,344.05,375
1581897600,347.71,352.86,322.1,352.86
1581811200,349.61,362.19,317.09,347.71
1581724800,378.89,380.00000000000006,346.2,347.41
1581638400,354.22,378.89,346.86,378.89
1581552000,353.45,365.19,338.94,354.22
1581465600,315.27,370.19999999999993,315.27,353.45
1581379200,297.21,317.96,289.52,315.27
1581292800,303.39,303.39,287.26,297.21
1581206400,295.5,305,295.5,303.39
1581120000,296.02,300,284.48,295.5
1581033600,282.15,300,280.87,296.02
1580947200,270.26,284.52,265.95,282.15
1580860800,249.99,272.2,248.71,270.26
1580774400,249.59,251.46000000000004,244.36,249.99
1580688000,246.48,255,244.97,249.59
1580601600,241.82,253,236.07,246.48
1580515200,237.89,242.9,236.26999999999998,241.82
1580428800,241.01,241.83000000000004,232.68999999999997,237.89
1580342400,227,243.95,222.66,241.01
1580256000,226.76,230.81,226.05,227
1580169600,222.01000000000002,227.9,221.31,226.76
1580083200,218.03,225,216.18,222.01000000000002
1579996800,209.08,219,208.17999999999998,218.03
1579910400,213.16999999999996,213.16999999999996,206.42,210.88
1579824000,212.37,214.89,204.3,213.16999999999996
1579737600,220.95,224.88,205.42,212.37
1579651200,219.71,220.92,214.90999999999997,219.98
1579564800,217.09999999999997,219.84,214.23,219.84
1579478400,217.68,218.18,211.42,217.09999999999997
1579392000,226.64,228.10000000000002,210.81999999999996,217.68
1579305600,222.92,232.3,215.04,226.64
1579219200,211,225.19,209.29,222.92
1579132800,214.66999999999996,214.67,206.39,211
1579046400,212.03,218.88,205.61,214.67
1578960000,187.09,217.89,186.3,214.51000000000002
1578873600,189.05,191.05,184.74,187.09
1578787200,186.1,189.45,184.23,189.05
1578700800,187.47,191.14000000000001,184.21,186.1
1578614400,178.97,202,175.13,187.47
1578528000,183.82,183.82,176.74,178.97
1578441600,186.45,191.74000000000004,178.72,183.82
1578355200,187.49,188.07,182.93999999999997,186.45
1578268800,176.73,188.12,175.14,187.49
1578182400,174.44,179.19,174.19,176.73
1578096000,174.09,175.6,172.68,174.44
1578009600,164.49,174.59,162.26,174.09
1577923200,169.52,169.52,164.85,165.18
1577836800,167.5,172.09,167.24999999999997,169.52
1577750400,171.79999999999998,172.97,165.98,167.5
1577664000,175.36,177.78,170.01,172.14
1577577600,168.18,180,167.53,175.36
1577491200,165.71,169.26,165.70999999999998,168.18
1577404800,165.04,165.71,161.13,165.71
1577318400,165.21,170.57,162.74,165.04
1577232000,168.72,168.82,163.95,165.21
1577145600,168.90999999999997,170.72,167,168.72
1577059200,173.97,177.63,167,168.90999999999997
1576972800,168.03,174.91,168.03,173.97
1576886400,168.73,169.3,167.22,168.03
1576800000,169.81,170.92,167,168.73
1576713600,175.11000000000004,176.33,166.01,169.81
1576627200,160.97,177.2,154.85,175.11
1576540800,175.16,175.18,159.62,160.78
1576454400,188.42000000000002,188.42000000000002,172.68,175.16
1576368000,187.48999999999998,189.42000000000002,185.02,188.42000000000002
1576281600,191.41999999999996,191.81,186.69,187.2
1576195200,189.23,191.9,188.27999999999997,191.41999999999996
1576108800,188.74,191.57,185,189.23
1576022400,193.1,194.15000000000003,185.07999999999998,188.74
1575936000,195,195.75,191.42,193.1
1575849600,200.98,200.98,194.91,195
1575763200,196.25,201.45000000000002,194.2,200.98
1575676800,197.6,198.4,196.09999999999997,196.25
1575590400,194.68,197.61,193.5,197.6
1575504000,192.79,197.82,190.15,194.68
1575417600,197.31,199.44000000000003,190.37999999999997,193
1575331200,199.37999999999997,200.54,195.05,197.31
1575244800,201.31,201.42,196,199.37999999999997
1575158400,203.06,203.06,196,201.31
1575072000,204.93,206.92,200.51,203.06
1574985600,202.15000000000003,209.05,200.40999999999997,206.09
1574899200,204.10000000000002,206.48,200.41,202.15000000000003
1574812800,196,206.67,189.37999999999997,204.10000000000002
1574726400,195,199.61,192.41999999999996,196
1574640000,186.8,201.71,177,195
1574553600,203.44,203.44,186.8,186.8
1574467200,199.17,235.20000000000002,195.43,203.44
1574380800,214.49,249.35,184.75000000000003,199.17
1574294400,231.92,232.82,208.19,214.49
1574208000,233.26,235.02,229.63999999999996,231.92
1574121600,235.69000000000003,235.69000000000003,227.46000000000004,233.26
1574035200,242.61,243.35,230.9,235.69000000000003
1573948800,242.2,246,239.58999999999997,242.61
1573862400,238.18,242.78,236.98999999999998,242.2
1573776000,244.15,245.23,235.16,238.18
1573689600,248.11,249.41,242.69,244.15
1573603200,246.99000000000004,249.55000000000004,244.77999999999997,248.11
1573516800,243.46,246.99000000000004,240.99999999999997,246.99000000000004
1573430400,250.45999999999998,251.21000000000004,243.06,243.46
1573344000,246.41,251.73,243.57999999999998,250.45999999999998
1573257600,243.3,246.44000000000003,242.6,246.41
1573171200,246.41000000000003,247.94000000000003,239.99999999999997,243.3
1573084800,253.49999999999997,254.12,243.99999999999997,246.41000000000003
1572998400,248.24,253.85000000000002,246.21,253.49999999999997
1572912000,244.28,251.65000000000003,241.06,247.74
1572825600,240.25,247.32,236.41,244.28
1572739200,241.22,243.43,236.86,240.25
1572652800,242.1,245.11,240.6,241.22
1572566400,241.44,242.93000000000004,233,242.1
1572480000,242.32,250,236.33,241.44
1572393600,250.80999999999997,252.87,237.09999999999997,242.32
1572307200,239.03,252.72,238,250.80999999999997
1572220800,240.17,263.99,237.14999999999998,239.25
1572134400,236.28,245,232.7,242.89999999999998
1572048000,239.21,259.64,228.13999999999996,236.28
1571961600,211.65000000000003,244.85999999999999,211.39,239.21
1571875200,214,214.44,209.83000000000004,211.65
1571788800,226.84,226.84,204.08,213.61
1571702400,229.64,232.22000000000003,226,226.84
1571616000,231.15,233.51,226,229.63999999999996
1571529600,228.18000000000004,232.1,225.51999999999998,231.93
1571443200,229.85,230.8,225.56,228.18000000000004
1571356800,235.43,235.43,224.94,229.85
1571270400,233.06,237.49,230.17999999999998,235.43
1571184000,237.8,239.04000000000002,227.96,233.06
1571097600,249.34,249.62,236.06,237.8
1571011200,240.83,undefined,undefined,undefined
1570924800,238.37000000000003,246.98,238,240.83
1570838400,239.03,244.34000000000003,237.09999999999997,240.33000000000004
1570752000,255,261.92,238.72999999999996,239.03
1570665600,260.35,260.87,237.84999999999997,255
1570579200,242.16,261.22,234.02,260.35
1570492800,243.11,247.19,238.95,242.16
1570406400,228.15,244.11,225.44999999999996,243.11
1570320000,236.59,237.68,225,228.15
1570233600,236,236.59,231.58,236.59
1570147200,235.7,239.42000000000002,231.2,237.14000000000001
1570060800,241.05,241.78,227.65,235.7
1569974400,234.77,241.51000000000002,232,241.05
1569888000,240,245,228.27,235.8
1569801600,226.7,239.5,216.92,239.5
1569715200,230.28,231.18,219.99999999999997,226.7
1569628800,231.67,233.49,224.84,230.28
1569542400,221.53,234,214.73,231.67
1569456000,225.99999999999997,226.34,205.01,221.53
1569369600,221.78,231.59999999999997,217.45,225.75
1569283200,268.14,269.38,210.99999999999997,221.78
1569196800,280,280.48,266.77,268.14
1569110400,287.43,287.43,275,280
1569024000,287.24,294,282.34,287.43
1568937600,294.44,294.44,283.28,287.24
1568851200,275.78,296.14,269.54,294.44
1568764800,274.01,287.37,273.58,278.46
1568678400,261.59,284.1,259.11,275
1568592000,250.11,263.17,248.60000000000002,261.14
1568505600,250,252,246.68,250.11
1568419200,239.42,250.00000000000003,238,250
1568332800,236.76,239.42000000000002,233.88,239.42
1568246400,234.63,239.55,233.12999999999997,237.73
1568160000,237.01000000000002,239.07000000000002,230,234.63
1568073600,236.8,241.50000000000003,232.99999999999997,237.01000000000002
1567987200,239.38,241.5,232.20000000000002,236.8
1567900800,234.47,243.5,234,239.38
1567814400,223.64,238.13999999999996,222.36,234.47
1567728000,230.58,233.56,220.51,223.64
1567641600,231.09,231.58,220,230.58
1567555200,236.61999999999998,237.96,227.62,230
1567468800,238.94,243.06,220.00000000000003,236.61999999999998
1567382400,228.55,240.15,227.94,238.94
1567296000,229.91000000000003,231.28,224.71,228.55
1567209600,225.18,232.19,222.28999999999996,229.91000000000003
1567123200,225.4,226,220.24,225.18
1567036800,230.89,231.27,220,225.4
1566950400,249.3,250.33,223.25,230.89
1566864000,248.18,250.13,243.58999999999997,249.3
1566777600,249.11,255.48,247,248.18
1566691200,254.86000000000004,256.03,244.16000000000003,249.11
1566604800,259.92,259.92,248,254.86000000000004
1566518400,254.44,261.09,250.77999999999997,259.92
1566432000,249.94000000000003,259.54,242.91999999999996,254.44
1566345600,262.41,262.83,241.31999999999996,247.1
1566259200,270,270,259.94,262.41
1566172800,258.46,270,254.18,270
1566086400,247.72999999999996,263.45,243.56,258.46
1566000000,248.08,248.08,241.79,247.73
1565913600,250.24999999999997,251.34000000000003,240,248.08
1565827200,247.44,253.65,232.00000000000003,250.24999999999997
1565740800,275.38,277.96,241.84,247.44
1565654400,277.33,279.53,271.34,275.38
1565568000,286.24,286.24,277.33,277.33
1565481600,273.66,293,272.61,286.24
1565395200,279.73,283.13,268.3,273.66
1565308800,291.51,293.07,272.17,278.88
1565222400,297.68,299.87,285,291.51
1565136000,293,299.92,289.13,297.68
1565049600,302,309.98,288.21,294.86
1564963200,293.69,329.99,293.07,302
1564876800,291.71,293.69,285,293.69
1564790400,285.54,293.66,282.29,291.71
1564704000,283.26,289.99,279.6,285.54
1564617600,289.61,289.61,279.65,283.26
1564531200,277.74,289.61,277.74,289.61
1564444800,278.6,280.66,270.03,277.74
1564358400,279.79,281.37,271.78,278.6
