Date,Open,High,Low,Close,Adj Close,Volume
2017-11-11,378.636902,405.098358,378.137268,399.046967,399.046967,1068121888
2017-11-12,399.058380,404.813690,378.544342,390.766022,390.766022,2047667387
2017-11-13,389.645416,416.922852,389.614716,403.401184,403.401184,1327055273
2017-11-14,403.461029,433.589600,403.429352,429.905579,429.905579,1362023544
2017-11-15,430.329559,434.015045,421.270142,425.596863,425.596863,922627662
2017-11-16,425.706665,428.132111,412.985962,422.192841,422.192841,1017136674
2017-11-17,421.227051,429.323334,417.755615,424.101532,424.101532,793269124
2017-11-18,423.573303,446.075043,418.095856,443.518158,443.518158,828874369
2017-11-19,443.248932,473.730164,439.853760,453.365997,453.365997,1511531309
2017-11-20,452.992462,476.707489,451.609344,469.854492,469.854492,1033963003
2017-11-21,470.767975,477.096832,449.202667,460.304169,460.304169,1213227606
2017-11-22,460.190491,484.556000,459.907715,483.542236,483.542236,1017280386
2017-11-23,484.541962,540.871521,477.895050,521.238953,521.238953,2345490144
2017-11-24,524.206299,611.268555,511.945679,603.564392,603.564392,2913957586
2017-11-25,604.536621,616.630493,585.952271,592.590149,592.590149,1807321472
2017-11-26,592.206360,600.689087,573.946045,599.248962,599.248962,1522857451
2017-11-27,599.504517,627.364441,594.694824,612.836914,612.836914,1781629184
2017-11-28,613.044861,615.596252,596.597717,605.834778,605.834778,1725001109
2017-11-29,606.320313,669.910950,546.811340,549.922852,549.922852,3442061745
2017-11-30,554.671875,598.629150,516.600403,576.419373,576.419373,2453399168
2017-12-01,573.963440,599.929871,551.323242,591.432739,591.432739,1581937395
2017-12-02,591.827026,603.728210,578.899048,587.514282,587.514282,1196265085
2017-12-03,587.838806,613.077209,573.671265,592.425232,592.425232,1259691327
2017-12-04,592.680847,602.634460,574.482300,596.077637,596.077637,1274735755
2017-12-05,596.191711,599.477112,580.679016,588.135254,588.135254,1544626040
2017-12-06,587.275757,587.407837,537.406555,547.992615,547.992615,2554975195
2017-12-07,545.155396,565.076416,531.067688,558.474915,558.474915,2737775254
2017-12-08,559.221863,599.728577,542.826050,585.589417,585.589417,3000145435
2017-12-09,587.275452,647.375183,585.874451,608.023926,608.023926,2573143764
2017-12-10,607.108337,607.108337,551.538940,568.053223,568.053223,1805775439
2017-12-11,566.300415,664.460266,564.643860,662.052795,662.052795,2276654688
2017-12-12,671.242004,845.771057,648.476563,838.261475,838.261475,6665404935
2017-12-13,829.865051,961.544983,768.409485,900.666199,900.666199,5798650341
2017-12-14,897.881287,964.672668,853.912415,890.226990,890.226990,4889329493
2017-12-15,890.943420,892.538147,793.219055,880.063232,880.063232,3547149339
2017-12-16,882.305725,923.699463,875.354675,895.185486,895.185486,2784644346
2017-12-17,895.221558,946.933228,895.221558,926.895813,926.895813,2764549824
2017-12-18,929.157776,1034.092529,886.902466,1022.310791,1022.310791,4180134498
2017-12-19,1021.353638,1133.297974,1010.499512,1064.534668,1064.534668,5274307981
2017-12-20,1065.426880,1085.651123,972.599182,1050.232056,1050.232056,5090257027
2017-12-21,1051.706665,1129.384521,1008.934570,1045.541626,1045.541626,4544841126
2017-12-22,1047.553589,1054.054321,694.819092,858.556885,858.556885,6332642764
2017-12-23,866.770203,971.827271,864.753784,915.204163,915.204163,3155488507
2017-12-24,918.234497,918.234497,782.303772,883.025696,883.025696,2926529513
2017-12-25,889.032532,995.366699,889.032532,973.834473,973.834473,3168522179
2017-12-26,970.701294,1000.639465,967.909302,981.765747,981.765747,2792611611
2017-12-27,983.204407,1000.220337,933.354065,964.995117,964.995117,2656537889
2017-12-28,964.193115,965.369507,884.196838,926.069397,926.069397,3001966915
2017-12-29,930.298767,965.033630,914.125854,947.792603,947.792603,3331609549
2017-12-30,948.073120,948.073120,861.815063,902.094177,902.094177,4009271027
2017-12-31,895.749023,956.289734,893.116699,951.743042,951.743042,3212505319
2018-01-01,950.515625,981.918701,933.218445,970.050781,970.050781,3258976841
2018-01-02,969.680420,1147.471313,969.680420,1106.174072,1106.174072,7233235545
2018-01-03,1108.120239,1222.278931,1087.040161,1207.539673,1207.539673,6388350508
2018-01-04,1206.276611,1304.991333,1185.540405,1225.171631,1225.171631,8122071860
2018-01-05,1218.711792,1334.236450,1186.416870,1237.671631,1237.671631,8290447357
2018-01-06,1234.488525,1315.810669,1233.828613,1292.204102,1292.204102,5783483632
2018-01-07,1293.853882,1429.123657,1293.853882,1429.123657,1429.123657,6902752363
2018-01-08,1435.431641,1570.866577,1262.645264,1425.900024,1425.900024,10491879394
2018-01-09,1422.759033,1645.412720,1422.240356,1621.295654,1621.295654,9936114764
2018-01-10,1622.044067,1766.197266,1536.684448,1573.667969,1573.667969,11547254346
2018-01-11,1589.043579,1676.974243,1421.119385,1446.203369,1446.203369,9060793860
2018-01-12,1450.410767,1626.659912,1402.016602,1585.388550,1585.388550,6502808159
2018-01-13,1581.989258,1784.222168,1581.989258,1738.822266,1738.822266,7155865791
2018-01-14,1740.142090,1743.977417,1601.588623,1703.132080,1703.132080,6033155402
2018-01-15,1701.188110,1733.231323,1603.699585,1605.598267,1605.598267,5941951120
2018-01-16,1606.480591,1606.997681,1088.652588,1308.999023,1308.999023,10441705382
2018-01-17,1318.502686,1357.663452,971.388855,1261.929810,1261.929810,10631888311
2018-01-18,1264.654663,1369.115845,1204.763184,1285.919922,1285.919922,7368861129
2018-01-19,1276.662720,1359.856323,1246.206421,1297.731934,1297.731934,5101069665
2018-01-20,1305.037964,1457.603638,1305.037964,1442.666870,1442.666870,4964614811
2018-01-21,1443.328857,1443.328857,1274.525513,1310.400635,1310.400635,4217545345
2018-01-22,1317.604492,1355.820557,1158.865601,1249.359741,1249.359741,4744717490
2018-01-23,1250.492920,1270.339966,1145.704102,1224.304688,1224.304688,4415287261
2018-01-24,1225.853882,1318.275513,1198.374512,1307.169800,1307.169800,4869311705
2018-01-25,1312.651367,1359.947021,1271.178101,1307.259521,1307.259521,5013730300
2018-01-26,1303.137329,1330.758911,1227.639160,1298.597778,1298.597778,4452291221
2018-01-27,1299.311523,1380.820801,1282.537109,1362.470947,1362.470947,3695632129
2018-01-28,1368.267700,1547.937622,1368.267700,1534.212158,1534.212158,6614949909
2018-01-29,1535.061646,1547.877319,1442.644653,1458.322754,1458.322754,4582179593
2018-01-30,1460.505981,1462.544189,1305.286377,1321.238892,1321.238892,5067045271
2018-01-31,1321.189453,1385.543091,1275.641968,1375.521362,1375.521362,4621798879
2018-02-01,1376.825073,1424.395752,1208.077393,1270.793579,1270.793579,6449241333
2018-02-02,1269.543335,1269.646851,929.738220,1137.496460,1137.496460,8338577807
2018-02-03,1141.751953,1232.092407,1052.915771,1197.407959,1197.407959,4028726587
2018-02-04,1198.212891,1203.634644,1000.372559,1037.760132,1037.760132,3726282057
2018-02-05,1038.103271,1063.354614,805.877686,874.393005,874.393005,5348867324
2018-02-06,886.652893,995.708069,719.632141,991.402527,991.402527,8147837440
2018-02-07,988.034973,1065.957764,904.942322,951.028809,951.028809,4894381276
2018-02-08,949.489990,1063.371704,949.641174,1029.210083,1029.210083,4666757055
2018-02-09,1030.057007,1111.546631,993.141968,1111.371826,1111.371826,3138244108
2018-02-10,1109.614014,1153.538818,1038.080566,1081.885742,1081.885742,3684848482
2018-02-11,1080.468750,1080.468750,991.110352,1025.494019,1025.494019,3130195161
2018-02-12,1029.079102,1103.417847,1028.915527,1092.485840,1092.485840,2821362861
2018-02-13,1093.222900,1095.700195,1043.008423,1063.672607,1063.672607,2618944388
2018-02-14,1062.440674,1157.017212,1062.778442,1152.696411,1152.696411,3517607657
2018-02-15,1152.904907,1187.650269,1138.615479,1169.252319,1169.252319,3619034910
2018-02-16,1166.519409,1184.656250,1143.822266,1184.794678,1184.794678,2973185840
2018-02-17,1185.469727,1225.431396,1180.458130,1222.319458,1222.319458,3169273536
2018-02-18,1221.358276,1233.384277,1148.700439,1160.075195,1160.075195,3223489465
2018-02-19,1157.246338,1203.734131,1156.458130,1185.777588,1185.777588,2724939705
2018-02-20,1185.403198,1215.075562,1129.229614,1132.554688,1132.554688,3219499414
2018-02-21,1130.991333,1154.063110,1053.735229,1079.378174,1079.378174,3215043825
2018-02-22,1078.477783,1111.812866,1019.548950,1033.451050,1033.451050,2733980479
2018-02-23,1031.849243,1124.560303,1010.338318,1091.125122,1091.125122,2947943853
2018-02-24,1087.847290,1110.495850,1033.501221,1061.234253,1061.234253,2432499868
2018-02-25,1059.900879,1077.182129,1038.338257,1068.515625,1068.515625,2083075008
2018-02-26,1069.107666,1116.601196,1063.006592,1102.291382,1102.291382,2592400640
2018-02-27,1103.622803,1136.635620,1098.438477,1121.632202,1121.632202,2623137899
2018-02-28,1121.209595,1137.023926,1097.295166,1097.220337,1097.220337,2519786381
2018-03-01,1098.263428,1128.283081,1093.354126,1119.119873,1119.119873,2397497930
2018-03-02,1118.560303,1124.568237,1100.221069,1103.455322,1103.455322,2439634035
2018-03-03,1103.272461,1118.395020,1101.335571,1103.934326,1103.934326,2188448665
2018-03-04,1102.596313,1118.961182,1082.112671,1116.887939,1116.887939,2188135237
2018-03-05,1117.104492,1122.109741,1107.442261,1107.911133,1107.911133,2463860301
2018-03-06,1108.083740,1108.425293,1043.920166,1057.788086,1057.788086,2515886974
2018-03-07,1056.907715,1066.436523,943.421265,971.528381,971.528381,2807379386
2018-03-08,971.191589,1000.016479,897.431458,908.647034,908.647034,2439459027
2018-03-09,905.553284,934.194702,835.345093,933.887207,933.887207,2860945101
2018-03-10,935.480957,958.377319,874.668823,880.043457,880.043457,1964028352
2018-03-11,878.021729,942.967407,855.999146,926.814270,926.814270,2002261966
2018-03-12,928.181396,952.199951,877.042786,898.792969,898.792969,2266789418
2018-03-13,896.637939,916.364319,885.280884,894.966431,894.966431,1847331097
2018-03-14,895.474182,909.472778,769.597107,795.814026,795.814026,2345580480
2018-03-15,796.523926,808.290344,750.401001,797.874023,797.874023,2310804434
2018-03-16,798.492676,815.664612,768.041687,787.701172,787.701172,1855594641
2018-03-17,787.716797,797.500488,718.876465,723.698242,723.698242,1659816915
2018-03-18,722.207092,722.207092,602.347229,705.246582,705.246582,3516125024
2018-03-19,715.697388,730.273804,679.012878,728.308960,728.308960,2677610699
2018-03-20,728.303711,741.753784,680.953003,728.450562,728.450562,2397353232
2018-03-21,730.967285,767.550415,713.210999,724.297241,724.297241,2296769559
2018-03-22,724.775635,744.944580,675.517151,697.780762,697.780762,1969681393
2018-03-23,697.990173,697.984924,657.263794,695.514954,695.514954,2057535453
2018-03-24,699.321106,702.942871,678.064514,678.527283,678.527283,1675582868
2018-03-25,673.711914,690.244568,664.632874,675.229187,675.229187,1482591905
2018-03-26,675.229187,677.502441,605.079956,628.901062,628.901062,2103666368
2018-03-27,628.437744,631.229980,579.607666,579.749390,579.749390,2083906679
2018-03-28,579.974792,599.827087,572.669556,576.280090,576.280090,1955260593
2018-03-29,578.599243,582.495483,497.004303,497.281158,497.281158,2538444353
2018-03-30,497.200012,527.209656,474.836151,508.855255,508.855255,2421660884
2018-03-31,509.318146,539.572632,506.673615,511.191650,511.191650,1707062448
2018-04-01,512.219299,516.440796,469.090149,489.465271,489.465271,1620685604
2018-04-02,489.583893,508.743134,486.717346,499.338379,499.338379,1424340331
2018-04-03,500.484589,536.237122,494.833008,533.873169,533.873169,1745969958
2018-04-04,533.350647,534.197144,480.171600,485.306488,485.306488,1642242130
2018-04-05,484.546387,495.384735,471.922211,489.310608,489.310608,1545796306
2018-04-06,488.670929,491.585876,468.251831,473.150177,473.150177,1235768026
