Date,Open,High,Low,Close,Adj Close,Volume
2018-04-07,473.271576,502.250763,472.704224,492.354218,492.354218,1215794765
2018-04-08,492.902405,514.429504,492.722229,511.969360,511.969360,1212452210
2018-04-09,512.415466,549.012024,498.887085,506.207733,506.207733,1877850998
2018-04-10,507.331879,523.810913,499.320404,521.490540,521.490540,1505644400
2018-04-11,522.473694,541.188782,520.208435,541.188782,541.188782,1808873280
2018-04-12,540.712402,620.661438,525.481201,620.563416,620.563416,3171622304
2018-04-13,620.839111,661.772766,607.715942,621.043152,621.043152,3049222599
2018-04-14,620.847839,645.355042,615.426819,632.062866,632.062866,1914648351
2018-04-15,633.829956,670.104065,633.829956,670.104065,670.104065,2175391207
2018-04-16,670.572815,673.462158,629.364502,642.358459,642.358459,2210510126
2018-04-17,642.355896,651.061340,630.868591,631.534302,631.534302,2210660008
2018-04-18,632.055420,662.876099,631.723938,662.598572,662.598572,2225888084
2018-04-19,661.650391,719.231384,660.670654,719.231384,719.231384,2858325713
2018-04-20,719.358093,789.604126,709.878601,785.779358,785.779358,3636493553
2018-04-21,786.144348,793.653442,738.345520,772.605103,772.605103,3334021493
2018-04-22,773.529114,817.746887,757.895630,793.866455,793.866455,3097376221
2018-04-23,793.022583,829.586792,792.875366,825.224365,825.224365,3065405872
2018-04-24,826.316040,908.919495,826.444763,907.575317,907.575317,4590511899
2018-04-25,906.170654,906.382813,772.652893,790.009521,790.009521,5412258959
2018-04-26,793.427979,853.381348,774.880615,852.968933,852.968933,3840122448
2018-04-27,852.068054,881.562073,829.559692,829.559692,829.559692,3331062370
2018-04-28,826.500610,886.497803,826.500610,876.543518,876.543518,3200967745
2018-04-29,876.843567,894.592957,859.664734,884.523193,884.523193,3518878876
2018-04-30,885.653076,892.076355,854.894592,859.646484,859.646484,3661097961
2018-05-01,860.338135,865.866028,818.027527,864.986450,864.986450,3440052700
2018-05-02,865.579712,887.021790,857.167480,885.185303,885.185303,3635648152
2018-05-03,884.466553,1007.642883,884.535217,1001.322998,1001.322998,5408952307
2018-05-04,997.767517,1034.822998,979.600830,1008.898376,1008.898376,4537605184
2018-05-05,1007.561523,1062.617676,1007.117126,1048.061279,1048.061279,3897598368
2018-05-06,1048.020264,1072.380249,982.262756,1018.594971,1018.594971,3992520854
2018-05-07,1019.916626,1022.946899,913.856995,970.496277,970.496277,5557436194
2018-05-08,972.149536,997.929565,944.674622,974.723938,974.723938,3781158382
2018-05-09,974.782166,975.007385,930.205688,966.297241,966.297241,3696624118
2018-05-10,966.687683,984.121033,927.949951,928.805420,928.805420,3510684065
2018-05-11,928.468323,940.824829,856.840149,869.326416,869.326416,4208670336
2018-05-12,869.698669,884.452942,823.889221,877.592590,877.592590,3413519616
2018-05-13,879.034241,947.544983,863.868042,937.481201,937.481201,3019511373
2018-05-14,936.505981,949.754944,889.848389,934.883545,934.883545,3845639287
2018-05-15,935.643677,946.577820,902.531067,912.458740,912.458740,3247695642
2018-05-16,911.449524,913.743347,877.747742,903.539185,903.539185,3164246588
2018-05-17,905.670776,917.015259,858.314636,863.220703,863.220703,3016550523
2018-05-18,862.508484,895.060913,851.401428,894.205811,894.205811,2969332013
2018-05-19,895.113770,921.521362,884.449463,896.991394,896.991394,2603352028
2018-05-20,898.785217,931.831970,892.019165,921.180664,921.180664,2777453110
2018-05-21,923.529419,925.782715,887.084839,893.325989,893.325989,2561805253
2018-05-22,894.547363,895.426758,825.126099,829.885803,829.885803,2857678021
2018-05-23,828.513611,835.462524,738.076782,749.031372,749.031372,3844634261
2018-05-24,750.251953,784.107056,716.622620,775.361328,775.361328,3596332226
2018-05-25,775.857422,796.848816,746.526794,760.935364,760.935364,2737652065
2018-05-26,761.832825,786.148315,756.756714,761.643494,761.643494,2197337711
2018-05-27,763.251587,765.596375,729.643250,743.094055,743.094055,2321133925
2018-05-28,743.583191,748.230042,665.958801,670.382385,670.382385,3061848915
2018-05-29,670.527893,744.572632,670.631104,736.587463,736.587463,3036592421
2018-05-30,738.466125,759.243042,701.260681,721.199646,721.199646,2647156598
2018-05-31,719.790955,759.969788,717.779541,747.703735,747.703735,2569435776
2018-06-01,749.033020,762.698730,736.318237,751.155701,751.155701,2519927612
2018-06-02,751.655579,773.214722,747.632019,766.391357,766.391357,2435105071
2018-06-03,765.680359,808.744324,765.680359,801.045166,801.045166,2374068546
2018-06-04,802.480652,807.153564,754.784912,766.314514,766.314514,2459802610
2018-06-05,766.858582,793.078430,751.558289,788.559937,788.559937,2386854172
2018-06-06,789.801086,789.936951,771.676758,785.922058,785.922058,2273828147
2018-06-07,786.650818,797.105469,780.275452,785.593262,785.593262,2440609776
2018-06-08,785.925537,789.871338,773.377563,776.651611,776.651611,2116175497
2018-06-09,776.429382,786.350098,772.109863,772.109863,772.109863,1963100389
2018-06-10,767.953125,767.953125,663.766479,682.685303,682.685303,2897968896
2018-06-11,680.582092,696.036377,669.231384,692.575928,692.575928,2574179161
2018-06-12,691.830505,700.372070,639.342346,646.641174,646.641174,2515487223
2018-06-13,648.170410,653.580688,595.098694,619.452942,619.452942,2698552711
2018-06-14,620.603699,685.529785,610.791077,681.433716,681.433716,3223536162
2018-06-15,682.401306,683.743652,643.410339,648.076172,648.076172,2386735510
2018-06-16,647.297424,664.204041,645.234436,659.477478,659.477478,1734493726
2018-06-17,659.237244,670.035339,658.165527,660.391174,660.391174,1669122473
2018-06-18,658.985779,689.918701,652.216553,685.506897,685.506897,1999973594
2018-06-19,685.681274,719.919434,682.254700,714.245483,714.245483,2292366968
2018-06-20,714.974365,719.495850,690.085632,713.504578,713.504578,2123863909
2018-06-21,713.742737,723.361084,697.316833,702.347351,702.347351,1947184847
2018-06-22,702.116943,702.064209,606.184448,618.045959,618.045959,2953496710
2018-06-23,618.652344,635.708374,613.503052,629.593140,629.593140,2191050942
2018-06-24,629.922180,630.706360,565.839050,607.651123,607.651123,3306743024
2018-06-25,605.346252,624.946045,596.807251,612.074219,612.074219,5329371221
2018-06-26,612.636658,613.274963,575.413635,575.413635,575.413635,1803682176
2018-06-27,574.711609,592.175964,564.101196,589.628296,589.628296,1824660169
2018-06-28,589.528381,591.298462,555.996033,559.760315,559.760315,1803455008
2018-06-29,560.054565,580.339294,537.837341,572.741455,572.741455,2055127158
2018-06-30,573.004150,602.675720,573.004150,597.924438,597.924438,1938794742
2018-07-01,598.005920,600.497803,586.371338,596.811401,596.811401,1987622667
2018-07-02,596.687805,632.547424,589.381714,626.840088,626.840088,2143929210
2018-07-03,626.891479,638.542114,607.879028,609.998657,609.998657,2212865512
2018-07-04,609.940857,632.703186,597.475830,613.822205,613.822205,2035622874
2018-07-05,613.781433,635.102600,610.383118,623.282471,623.282471,2402427881
2018-07-06,623.210205,628.248230,600.848511,619.960266,619.960266,2128751098
2018-07-07,620.019165,643.042114,610.574829,643.042114,643.042114,1776599128
2018-07-08,643.575745,658.133972,639.728577,640.452393,640.452393,1760566864
2018-07-09,640.136841,642.770691,623.144470,624.930115,624.930115,2010811716
2018-07-10,624.248352,626.548767,570.223450,570.876587,570.876587,2351016824
2018-07-11,570.996155,587.683777,564.071533,589.627014,589.627014,1878371656
2018-07-12,589.605896,589.829163,556.671631,566.192444,566.192444,1968746760
2018-07-13,567.070496,583.432556,566.898254,571.005920,571.005920,1959809873
2018-07-14,571.642639,578.119385,567.647217,573.714722,573.714722,1625844834
2018-07-15,573.447693,597.465332,570.866455,591.822693,591.822693,1776270496
2018-07-16,592.579102,631.392334,587.628723,631.392334,631.392334,2441562132
2018-07-17,630.629150,671.742249,618.311340,661.422852,661.422852,3020749747
2018-07-18,661.206360,677.628845,624.351318,632.739502,632.739502,3122870124
2018-07-19,632.890930,640.486267,616.778320,622.526917,622.526917,2742321702
2018-07-20,622.113342,622.207214,583.234436,592.442505,592.442505,2394164596
2018-07-21,592.417542,615.295105,585.972534,607.872131,607.872131,1977415516
2018-07-22,607.874756,618.995422,601.601868,603.070007,603.070007,1756230017
2018-07-23,602.783936,616.943665,592.201843,593.638123,593.638123,2102769816
2018-07-24,594.010742,632.124329,593.619385,630.231689,630.231689,3007402544
2018-07-25,630.932434,635.261169,611.314148,616.036377,616.036377,2517351006
2018-07-26,615.825134,630.594482,603.173462,606.264343,606.264343,2118568224
2018-07-27,606.227783,617.554688,598.436340,612.914124,612.914124,2263209258
2018-07-28,612.929810,615.430176,604.200684,609.301880,609.301880,1999116513
2018-07-29,609.324097,613.814575,603.839172,609.651184,609.651184,2131927245
2018-07-30,609.862793,611.613281,584.040833,595.439392,595.439392,2789849293
2018-07-31,595.653076,595.470154,560.395020,564.851440,564.851440,2370343292
2018-08-01,564.854065,566.573120,533.480042,546.929016,546.929016,2454289194
2018-08-02,547.005737,552.374207,533.976135,537.356323,537.356323,2043699390
2018-08-03,537.286011,545.956726,520.242920,543.238708,543.238708,2236975192
2018-08-04,543.206238,545.737549,524.424255,528.938904,528.938904,1904742152
2018-08-05,529.060974,537.541199,522.678711,534.204468,534.204468,1817681866
2018-08-06,534.270813,538.653259,524.349854,528.574097,528.574097,1800067024
2018-08-07,528.759949,533.633423,491.156555,496.446716,496.446716,2387276595
2018-08-08,496.024994,496.889862,460.490906,464.274475,464.274475,2624734552
2018-08-09,464.740540,484.121613,460.617584,476.872986,476.872986,2108706084
2018-08-10,477.118225,478.883606,433.075989,439.107269,439.107269,2233011600
2018-08-11,439.222900,439.222900,405.353241,423.255157,423.255157,2352546180
2018-08-12,421.561432,431.767273,418.643036,420.202606,420.202606,2137264758
2018-08-13,421.044128,425.372498,373.833405,376.196594,376.196594,2299487589
2018-08-14,376.025879,376.054504,333.362305,364.201508,364.201508,2791390745
2018-08-15,366.101318,398.917267,365.891449,371.054535,371.054535,2468076915
2018-08-16,371.549957,392.197479,369.364136,379.068542,379.068542,2043708520
2018-08-17,378.590820,412.759949,378.233551,412.184204,412.184204,2605073030
2018-08-18,413.570648,418.342255,374.092346,386.182556,386.182556,2302928110
2018-08-19,385.997192,400.916443,380.333923,392.859131,392.859131,1890825669
2018-08-20,393.573456,397.570709,356.548950,357.706757,357.706757,1843582160
2018-08-21,356.423615,372.361542,356.560303,367.485809,367.485809,1517314008
2018-08-22,367.517090,387.773010,344.205902,352.960388,352.960388,1961164128
2018-08-23,353.489807,365.142975,353.203156,362.895386,362.895386,1664711136
2018-08-24,364.214172,368.859192,356.757416,368.423035,368.423035,1888121340
2018-08-25,368.831848,369.136536,362.569244,364.099091,364.099091,1573284720
2018-08-26,363.941559,363.941559,354.722076,358.031311,358.031311,1569851650
2018-08-27,358.230347,370.084381,356.210205,370.084381,370.084381,1822918482
2018-08-28,371.439789,384.538208,367.849609,383.136017,383.136017,1955550870
2018-08-29,382.701843,384.112793,371.260986,373.328217,373.328217,1902643184
2018-08-30,373.897278,376.082092,357.031219,368.910339,368.910339,1964760350
2018-08-31,368.929810,369.603302,363.431610,368.867401,368.867401,1840283494
2018-09-01,369.508698,392.511078,369.508698,384.947449,384.947449,2015877542
2018-09-02,385.093445,389.307343,379.192963,384.419098,384.419098,1725159195
2018-09-03,385.476868,386.071411,375.242462,378.640045,378.640045,1825387410
2018-09-04,378.689758,382.203064,374.392273,376.411469,376.411469,2048385738
2018-09-05,376.835693,379.280151,306.096100,306.096100,306.096100,3149338825
2018-09-06,305.196228,305.221344,287.115295,302.824799,302.824799,2758801574
2018-09-07,301.930328,307.292572,285.952911,285.643677,285.643677,2207079726
2018-09-08,286.576080,289.804657,254.154907,260.325348,260.325348,1995269720
2018-09-09,260.896118,273.101563,247.641220,259.368591,259.368591,2088894258
2018-09-10,260.589539,266.061615,249.568375,259.316559,259.316559,1977594768
2018-09-11,260.761292,261.154480,237.122543,241.751709,241.751709,2049454070
2018-09-12,242.218063,242.525085,222.253494,238.275299,238.275299,2436742545
2018-09-13,238.727600,278.181213,238.709229,274.781342,274.781342,3030169072
2018-09-14,276.490967,289.342560,266.332306,276.078339,276.078339,2910329322
2018-09-15,273.555481,295.446289,273.284302,290.843872,290.843872,2177984862
2018-09-16,290.490540,290.490540,275.255646,287.736298,287.736298,1959547944
2018-09-17,289.031555,292.413910,254.505859,258.444550,258.444550,2638204451
2018-09-18,257.425781,277.065399,255.439163,272.358582,272.358582,2335610144
2018-09-19,271.706146,277.305145,260.539551,271.237946,271.237946,2239115694
2018-09-20,271.650024,290.082672,268.421844,289.923828,289.923828,2300468756
2018-09-21,290.775818,320.793091,285.910065,318.625244,318.625244,3664815553
2018-09-22,319.598236,324.344269,301.895477,310.737915,310.737915,2483293077
2018-09-23,311.399475,319.525513,307.120972,315.613281,315.613281,2187539949
2018-09-24,316.277252,316.924652,294.463043,296.203064,296.203064,2264600846
2018-09-25,295.681183,295.592133,267.611053,283.096405,283.096405,2747151238
2018-09-26,283.280365,287.048798,270.696777,281.368439,281.368439,2289172988
2018-09-27,280.837891,300.411743,277.683594,297.897888,297.897888,2647019476
2018-09-28,298.611053,301.805420,282.673401,287.244659,287.244659,2606515061
2018-09-29,286.344421,301.878052,278.740631,299.169586,299.169586,2852685641
2018-09-30,298.774353,305.711945,293.483307,299.074402,299.074402,2267718831
2018-10-01,299.552216,300.314392,290.557678,295.625336,295.625336,2046477346
2018-10-02,296.050659,296.101807,289.343658,291.280121,291.280121,1977177860
2018-10-03,290.287720,290.228577,274.610382,284.024231,284.024231,2169164592
2018-10-04,283.968842,291.278625,283.453918,287.205658,287.205658,1912179786
2018-10-05,287.268982,295.307800,285.763702,294.777893,294.777893,2004027497
2018-10-06,294.714417,294.867859,290.107056,291.564606,291.564606,1949294375
2018-10-07,291.972595,293.126526,288.489929,292.820709,292.820709,1904249574
2018-10-08,293.325775,299.002197,292.036377,297.077789,297.077789,1905843738
2018-10-09,297.667419,298.219604,294.092651,294.944885,294.944885,1817844803
2018-10-10,294.470093,294.516235,292.898621,294.811188,294.811188,1807291938
2018-10-11,294.603577,294.330811,246.597885,246.929138,246.929138,2824545372
2018-10-12,245.897110,259.799561,245.922958,256.502319,256.502319,1939996959
2018-10-13,256.029022,262.024994,255.626648,260.562500,260.562500,1522387156
2018-10-14,260.366913,262.738403,254.264954,254.876694,254.876694,1522709710
2018-10-15,254.297180,289.131012,252.989182,272.362305,272.362305,3722122886
2018-10-16,272.263580,275.771851,270.296021,271.820679,271.820679,1982226357
2018-10-17,271.946167,273.470215,268.077057,269.765991,269.765991,1881260918
2018-10-18,270.184143,271.824036,263.879852,265.938873,265.938873,1786238888
2018-10-19,265.814636,268.415527,263.487152,267.188141,267.188141,1658366731
2018-10-20,266.910126,270.088959,265.980438,269.421631,269.421631,1624661157
2018-10-21,269.369171,272.620605,268.135345,268.827087,268.827087,1559821479
2018-10-22,268.869049,271.080933,266.383209,267.283173,267.283173,1740869480
2018-10-23,267.246490,268.255463,264.099579,267.311737,267.311737,1618880730
2018-10-24,267.038330,268.883087,264.265625,266.095154,266.095154,1438766325
2018-10-25,266.116028,267.065887,262.803406,264.983124,264.983124,1441650175
2018-10-26,264.482483,269.019501,264.893036,266.766022,266.766022,1523629450
2018-10-27,266.801453,270.377930,266.074738,267.921875,267.921875,1423262060
2018-10-28,268.315491,270.164093,267.359009,268.945251,268.945251,1491806315
2018-10-29,268.693817,269.391907,256.979156,258.971100,258.971100,1992013712
2018-10-30,258.913330,259.500183,257.479950,259.118591,259.118591,1788395264
2018-10-31,259.240570,260.358307,258.123810,259.749451,259.749451,1898143251
2018-11-01,259.954742,267.610504,259.289001,260.298187,260.298187,1749570479
2018-11-02,260.442169,263.708679,259.627686,263.243164,263.243164,1904926016
2018-11-03,263.380920,263.380920,261.786774,262.654053,262.654053,1715046142
2018-11-04,262.617310,277.199860,260.386719,271.799408,271.799408,2291521828
2018-11-05,271.293762,275.740723,270.707703,274.128754,274.128754,2115392311
2018-11-06,274.630890,286.670410,272.631134,286.670410,286.670410,2436827079
2018-11-07,287.256989,290.710114,283.805695,284.936493,284.936493,2529245552
2018-11-08,285.125427,286.428467,278.998199,278.967896,278.967896,2325374235
2018-11-09,278.647156,281.310913,276.612183,277.561737,277.561737,2054224359
2018-11-10,277.430939,282.560059,277.206329,280.794128,280.794128,1820267565
2018-11-11,280.722778,281.409790,275.966431,278.839905,278.839905,1981196087
2018-11-12,279.068146,280.450165,276.724854,278.592377,278.592377,1922943880
